,Country/Division,RepoName,Language,Contributors
11417,alphagov,datagovuk-tech-docs,Ruby,1
11418,alphagov,datagovuk_cf_scripts,Ruby,2
11419,alphagov,datagovuk_ckan_router,HTML,5
11420,alphagov,datagovuk_end_to_end_tests,JavaScript,1
11421,alphagov,datagovuk_find,JavaScript,2
11422,alphagov,datagovuk_publish,Ruby,21
11423,alphagov,datagovuk_publish_elasticsearch_monitor,,16
11424,alphagov,datagovuk_publish_queue_monitor,Ruby,2
11425,alphagov,datagovuk_reference,HTML,2
11426,alphagov,datainsight-everything-recorder,Ruby,1
11427,alphagov,datainsight-format-success-recorder,Ruby,3
11428,alphagov,datainsight-frontend,JavaScript,7
11429,alphagov,datainsight-ga-collector,Ruby,14
11430,alphagov,datainsight-ga-functional-test,Ruby,8
11431,alphagov,datainsight-govuk-collector,Ruby,1
11432,alphagov,datainsight-insidegov-collector,Ruby,1
11433,alphagov,datainsight-insidegov-recorder,Ruby,2
11434,alphagov,datainsight-narrative-collector,Ruby,8
11435,alphagov,datainsight-narrative-recorder,Ruby,4
11436,alphagov,datainsight-nongovuk-reach-collector,Ruby,5
11437,alphagov,datainsight-todays-activity-recorder,Ruby,6
11438,alphagov,datainsight-weekly-reach-recorder,Ruby,7
11439,alphagov,datainsight_collector,Ruby,9
11440,alphagov,datainsight_logging,Ruby,3
11441,alphagov,datainsight_recorder,Ruby,2
11442,alphagov,dayinthelife,JavaScript,3
11443,alphagov,dcind,Shell,5
11444,alphagov,dcs-client,Java,4
11445,alphagov,DD-payment-pages,CSS,7
11446,alphagov,ddat-pathway-product-service-manager,,3
11447,alphagov,ddat-taxonomy-technical-architecture,,1
11448,alphagov,decision-tree,Ruby,1
11449,alphagov,departmental-publishing-collaboration-visualisation,,4
11450,alphagov,deprecated_columns,Ruby,1
11451,alphagov,design-assets,,3
11452,alphagov,design-patterns,CSS,4
11453,alphagov,design-principles,HTML,9
11454,alphagov,design-system-support,JavaScript,71
11455,alphagov,design-system-team-docs,,2
11456,alphagov,design-system-team-tv,CSS,2
11457,alphagov,devise_security_extension,Ruby,2
11458,alphagov,dfid-transition,Ruby,8
11459,alphagov,diego-release,Go,3
11460,alphagov,digitalmarketplace-admin-frontend,Python,107
11461,alphagov,digitalmarketplace-antivirus-api,Python,26
11462,alphagov,digitalmarketplace-api,Python,5
11463,alphagov,digitalmarketplace-api-docs,CSS,26
11464,alphagov,digitalmarketplace-apiclient,Python,1
11465,alphagov,digitalmarketplace-aws,HCL,21
11466,alphagov,digitalmarketplace-brief-responses-frontend,Python,22
11467,alphagov,digitalmarketplace-briefs-frontend,Python,28
11468,alphagov,digitalmarketplace-buyer-frontend,Python,30
11469,alphagov,digitalmarketplace-cloudwatch-to-graphite,Python,32
11470,alphagov,digitalmarketplace-content-loader,Python,9
11471,alphagov,digitalmarketplace-deployment,Python,11
11472,alphagov,digitalmarketplace-docker-base,Makefile,3
11473,alphagov,digitalmarketplace-framework-application-guidance,CSS,9
11474,alphagov,digitalmarketplace-frameworks,Python,3
11475,alphagov,digitalmarketplace-frontend-toolkit,JavaScript,33
11476,alphagov,digitalmarketplace-functional-tests,Gherkin,23
11477,alphagov,digitalmarketplace-g-cloud-service-submission,,24
11478,alphagov,digitalmarketplace-jenkins,Shell,2
11479,alphagov,digitalmarketplace-maintenance,CSS,17
11480,alphagov,digitalmarketplace-performance-testing,Scala,2
11481,alphagov,digitalmarketplace-router,HTML,4
11482,alphagov,digitalmarketplace-runner,Python,13
11483,alphagov,digitalmarketplace-scripts,Python,3
11484,alphagov,digitalmarketplace-search-api,Python,19
11485,alphagov,digitalmarketplace-supplier-frontend,Python,20
11486,alphagov,digitalmarketplace-test-utils,Python,30
11487,alphagov,digitalmarketplace-user-frontend,Python,6
11488,alphagov,digitalmarketplace-utils,Python,13
11489,alphagov,digitalmarketplace-visual-regression,JavaScript,23
11490,alphagov,dns-zone,Ruby,9
11491,alphagov,dockdev,Python,4
11492,alphagov,document-download-api,Python,5
11493,alphagov,document-download-frontend,Python,5
11494,alphagov,document-download-prototypes,CSS,9
11495,alphagov,document-kit,CSS,2
11496,alphagov,drone,Go,1
11497,alphagov,dropwizard-example,Java,87
11498,alphagov,dropwizard-infinispan,Java,3
11499,alphagov,dropwizard-jade,Java,7
11500,alphagov,dropwizard-junit-runner,Java,6
11501,alphagov,dropwizard-logstash,Java,1
11502,alphagov,dropwizard-scala,Scala,14
11503,alphagov,ds-character-count,JavaScript,4
11504,alphagov,dynamolock,Python,3
11505,alphagov,dynolocker,Go,1
11506,alphagov,e-petitions,Ruby,1
11507,alphagov,eager-dropwizard-guice,Java,31
11508,alphagov,easy-google-analytics,JavaScript,4
11509,alphagov,elasticsearch-migration-helpers,Python,1
11510,alphagov,email-alert-api,Ruby,2
11511,alphagov,email-alert-frontend,Ruby,57
11512,alphagov,email-alert-monitor,Ruby,43
11513,alphagov,email-alert-monitoring,Ruby,6
11514,alphagov,email-alert-service,Ruby,17
11515,alphagov,email-template,HTML,33
11516,alphagov,email_team_prototype,HTML,1
11517,alphagov,emergency-publishing-scraper,JavaScript,6
11518,alphagov,employee-id,HTML,5
11519,alphagov,entity-extractor,Go,2
11520,alphagov,entity-manager,Python,3
11521,alphagov,epdq,Ruby,2
11522,alphagov,errbit,Ruby,2
11523,alphagov,estools,Python,186
11524,alphagov,event-store,Go,5
11525,alphagov,exemplar-screens,JavaScript,5
11526,alphagov,external-link-tracker,Go,8
11527,alphagov,fabric-scripts,Python,4
11528,alphagov,fact-cave,Ruby,64
11529,alphagov,fake_google_analytics,Ruby,7
11530,alphagov,fastly-configure,Ruby,3
11531,alphagov,fco,Ruby,28
11532,alphagov,fco-services,Ruby,9
11533,alphagov,fco-smartpay-skin,CSS,11
11534,alphagov,feedback,Ruby,3
11535,alphagov,figuring-out-whitehall-types,Ruby,82
11536,alphagov,finder-api,Ruby,1
11537,alphagov,finder-frontend,Ruby,15
11538,alphagov,finding-things-migration-checker,Ruby,76
11539,alphagov,Flask-FeatureFlags,Python,7
11540,alphagov,flooddata,PHP,4
11541,alphagov,flower,Python,3
11542,alphagov,fog,Ruby,102
11543,alphagov,foreman,Ruby,323
11544,alphagov,fourth-wall,JavaScript,25
11545,alphagov,fractal,JavaScript,33
11546,alphagov,frontend,Ruby,8
11547,alphagov,frontend-guidelines-questionnaire,,142
11548,alphagov,gaap-analytics,JavaScript,3
11549,alphagov,gantry,Python,2
11550,alphagov,gapy,Python,2
11551,alphagov,gatling,Scala,14
11552,alphagov,gds-api-adapters,Ruby,39
11553,alphagov,gds-attic.github.io,CSS,96
11554,alphagov,gds-boxen,Puppet,1
11555,alphagov,gds-hubot,CoffeeScript,119
11556,alphagov,gds-jobvite-static,,9
11557,alphagov,gds-nodejs-boilerplate,JavaScript,1
11558,alphagov,gds-peoplefinder,Ruby,3
11559,alphagov,gds-present,JavaScript,1
11560,alphagov,gds-reveal.js-presentation-template,JavaScript,8
11561,alphagov,gds-scala-common,Scala,215
11562,alphagov,gds-sso,Ruby,12
11563,alphagov,gds-tech-learning-pathway,HTML,48
11564,alphagov,gds-tech-writing-test,Ruby,21
11565,alphagov,gds-warmup-controller,Ruby,1
11566,alphagov,gds-way,HTML,2
11567,alphagov,gds_metrics_dropwizard,Java,47
11568,alphagov,gds_metrics_python,Python,8
11569,alphagov,gds_metrics_ruby,Ruby,2
11570,alphagov,gds_zendesk,Ruby,7
11571,alphagov,gem_ownership_auditor,Ruby,20
11572,alphagov,gem_publisher,Ruby,3
11573,alphagov,generic_form_builder,Ruby,13
11574,alphagov,geogov,Ruby,6
11575,alphagov,geolib,Ruby,7
11576,alphagov,gh-config-tool,Python,5
11577,alphagov,ghost,Ruby,2
11578,alphagov,ghtools,Python,14
11579,alphagov,github-jenkins-trigger,Python,12
11580,alphagov,github_sshkey_checker,Perl,7
11581,alphagov,gitrob,Ruby,1
11582,alphagov,give-departments-data,Jupyter Notebook,2
11583,alphagov,gnu-guix,Scheme,1
11584,alphagov,go-audit,Go,119
11585,alphagov,go-for-ops,HCL,4
11586,alphagov,google-auth-bridge,Ruby,1
11587,alphagov,google_sheets,Ruby,4
11588,alphagov,gopheracademy-web,CSS,1
11589,alphagov,gor,Go,6
11590,alphagov,gov-tech-manual-prototype,HTML,9
11591,alphagov,govdelivery-email-templates,,25
11592,alphagov,govdesign,,4
11593,alphagov,government-digital-strategy,CSS,3
11594,alphagov,government-form-data,Python,15
11595,alphagov,government-form-explorer,CSS,1
11596,alphagov,government-frontend,Ruby,5
11597,alphagov,government-frontend-survey,JavaScript,87
11598,alphagov,government-interrogation-spending-tool,Ruby,1
11599,alphagov,government-service-design-manual,CSS,2
11600,alphagov,govspeak,Ruby,128
11601,alphagov,govspeak-guide,Ruby,56
11602,alphagov,govspeak-preview,Ruby,5
11603,alphagov,govuk-admin-prototype-kit,JavaScript,16
11604,alphagov,govuk-alert-tracker,Ruby,3
11605,alphagov,govuk-app-deployment,Ruby,7
11606,alphagov,govuk-archive,,65
11607,alphagov,govuk-auto-tagging,Ruby,1
11608,alphagov,govuk-aws,HCL,2
11609,alphagov,govuk-browser-extension,JavaScript,34
11610,alphagov,govuk-cdn-config,VCL,18
11611,alphagov,govuk-cdn-logs-monitor,Ruby,46
11612,alphagov,govuk-ci-scripts,Shell,11
11613,alphagov,govuk-client-url_arbiter,Ruby,3
11614,alphagov,govuk-component-guide,Ruby,8
11615,alphagov,govuk-content-api-docs,HTML,15
11616,alphagov,govuk-content-best-practices,HTML,6
11617,alphagov,govuk-content-explorer,Python,10
11618,alphagov,govuk-content-navigation,HTML,5
11619,alphagov,govuk-content-publisher-prototype,HTML,13
11620,alphagov,govuk-content-quality-metrics,JavaScript,2
11621,alphagov,govuk-content-schema-test-helpers,Ruby,3
11622,alphagov,govuk-content-schemas,Ruby,18
11623,alphagov,govuk-content-tagger-prototype,JavaScript,86
11624,alphagov,govuk-country-and-territory-autocomplete,JavaScript,3
11625,alphagov,govuk-crawler-analysis,Ruby,10
11626,alphagov,govuk-datascrubber,Python,0
11627,alphagov,govuk-delivery,Python,2
11628,alphagov,govuk-dependencies,Ruby,2
11629,alphagov,govuk-dependency-analysis,CSS,6
11630,alphagov,govuk-dependency-resolution-spike,Ruby,2
11631,alphagov,govuk-deploy-lag-badger,Ruby,1
11632,alphagov,govuk-design-system,HTML,2
11633,alphagov,govuk-design-system-architecture,,26
11634,alphagov,govuk-design-system-backlog,,4
11635,alphagov,govuk-design-system-backlog-prototype,,7
11636,alphagov,govuk-design-system-prototypes,CSS,3
11637,alphagov,govuk-design-system-redirect,,6
11638,alphagov,govuk-developer-docs,Ruby,1
11639,alphagov,govuk-developer-tools,Ruby,97
11640,alphagov,govuk-diff-pages,Ruby,1
11641,alphagov,govuk-display-screen,JavaScript,7
11642,alphagov,govuk-dns,Ruby,6
11643,alphagov,govuk-docs-monitor,Ruby,15
11644,alphagov,govuk-dummy_content_store,Ruby,5
11645,alphagov,govuk-emergency-banners,HTML,6
11646,alphagov,govuk-firebreak-voice,Ruby,1
11647,alphagov,govuk-frontend,JavaScript,1
11648,alphagov,govuk-frontend-alpha-starter-kit-node,JavaScript,34
11649,alphagov,govuk-frontend-alpha-starter-kit-rails,Ruby,3
11650,alphagov,govuk-frontend-alpha-tech-docs,CSS,2
11651,alphagov,govuk-frontend-tool-prototype,CSS,1
11652,alphagov,govuk-govbot-firebreak,JavaScript,1
11653,alphagov,govuk-guix,Scheme,2
11654,alphagov,govuk-headers-prototypes,CSS,9
11655,alphagov,govuk-html-crawler,Ruby,1
11656,alphagov,govuk-import-export-prototype,JavaScript,1
11657,alphagov,govuk-inverse-similarity,Python,8
11658,alphagov,govuk-jenkinslib,Groovy,3
11659,alphagov,govuk-kubernetes-discovery,HCL,11
11660,alphagov,govuk-lambda-app-deployment,Python,2
11661,alphagov,govuk-lda-tagger,Jupyter Notebook,7
11662,alphagov,govuk-licensing-ten-prototype,HTML,4
11663,alphagov,govuk-lint,Ruby,1
11664,alphagov,govuk-load-testing,Scala,35
11665,alphagov,govuk-nav-prototype,HTML,3
11666,alphagov,govuk-navigation-prototype,CSS,6
11667,alphagov,govuk-network-data,Jupyter Notebook,9
11668,alphagov,govuk-network-embedding,Makefile,3
11669,alphagov,govuk-oauth2-proxy-docker,Dockerfile,1
11670,alphagov,govuk-pact-broker,Ruby,1
11671,alphagov,govuk-prototype-kit,JavaScript,4
11672,alphagov,govuk-prototype-kit-examples,,58
11673,alphagov,govuk-prototype-kit-private-beta,JavaScript,1
11674,alphagov,govuk-prototype-stat-headline,HTML,43
11675,alphagov,govuk-prototype-tagging-workflow,JavaScript,1
11676,alphagov,govuk-prototyping-rails,Ruby,3
11677,alphagov,govuk-publishing-pipeline-tests,,1
11678,alphagov,govuk-puppet,Puppet,1
11679,alphagov,govuk-questions-and-answers,Ruby,210
11680,alphagov,govuk-rails-app-template,Ruby,1
11681,alphagov,govuk-random-content-store,Ruby,19
11682,alphagov,govuk-repo-mirror,Ruby,2
11683,alphagov,govuk-rfcs,,2
11684,alphagov,govuk-saas-config,Ruby,19
11685,alphagov,govuk-search-concepts-experiments,Python,4
11686,alphagov,govuk-search-health,Ruby,1
11687,alphagov,govuk-sentry-monitor,Ruby,2
11688,alphagov,govuk-service-list-prototype,HTML,2
11689,alphagov,govuk-services-prototype,HTML,1
11690,alphagov,govuk-start-page-prototype,JavaScript,9
11691,alphagov,govuk-tagging-events-experiment,Ruby,43
11692,alphagov,govuk-tagging-monitor,Ruby,2
11693,alphagov,govuk-tagging-prototype,JavaScript,11
11694,alphagov,govuk-taxonomy-and-navigation-overview-presentation,JavaScript,4
11695,alphagov,govuk-taxonomy-spreadsheet-extractor,R,215
11696,alphagov,govuk-taxonomy-supervised-learning,Jupyter Notebook,1
11697,alphagov,govuk-tech-docs-as-a-gem,CSS,10
11698,alphagov,govuk-tech-docs-as-a-gem-poc-of-generated-site,HTML,1
11699,alphagov,govuk-template-flask-skeleton,CSS,1
11700,alphagov,govuk-terraform-provisioning,HCL,3
11701,alphagov,govuk-topic-pages-prototype,Ruby,28
11702,alphagov,govuk-user-research-panel,PHP,3
11703,alphagov,govuk-visual-regression,Ruby,2
11704,alphagov,govuk-wifi-admin-prototype,HTML,4
11705,alphagov,govuk-word-similarity-experiments,Python,1
11706,alphagov,govukurllookup,Python,1
11707,alphagov,govuk_ab_testing,Ruby,4
11708,alphagov,govuk_accessibility_sandbox,JavaScript,10
11709,alphagov,govuk_admin_template,JavaScript,12
11710,alphagov,govuk_api,Ruby,35
11711,alphagov,govuk_app_config,Ruby,1
11712,alphagov,govuk_content_api,Ruby,13
11713,alphagov,govuk_content_models,Ruby,54
11714,alphagov,govuk_crawler_worker,Go,59
11715,alphagov,govuk_design_patterns_alpha,CSS,20
11716,alphagov,govuk_document_types,Ruby,1
11717,alphagov,govuk_elements,HTML,15
11718,alphagov,govuk_elements_rails,Ruby,47
11719,alphagov,govuk_frontend_alpha,CSS,5
11720,alphagov,govuk_frontend_fractal_alpha,CSS,5
11721,alphagov,govuk_frontend_toolkit,JavaScript,1
11722,alphagov,govuk_frontend_toolkit_gem,Ruby,72
11723,alphagov,govuk_frontend_toolkit_npm,JavaScript,17
11724,alphagov,govuk_healthcheck,Ruby,13
11725,alphagov,govuk_message_queue_consumer,Ruby,1
11726,alphagov,govuk_migration_plan_public,,15
11727,alphagov,govuk_mirror-puppet,Puppet,4
11728,alphagov,govuk_mirrorer,Ruby,41
11729,alphagov,govuk_navigation_helpers,Ruby,6
11730,alphagov,govuk_need_api,Ruby,19
11731,alphagov,govuk_offsitebackups-puppet,Puppet,28
11732,alphagov,govuk_platform_prototypes,HTML,29
11733,alphagov,govuk_product_page_prototypes,HTML,3
11734,alphagov,govuk_product_prototypes,HTML,4
11735,alphagov,govuk_programme_analysis,Python,2
11736,alphagov,govuk_prototype_kit_examples,,1
11737,alphagov,govuk_publishing_components,Ruby,1
11738,alphagov,govuk_puppet_modulesync_config,HTML,45
11739,alphagov,govuk_rails_engine,JavaScript,1
11740,alphagov,govuk_redirector-puppet,Puppet,1
11741,alphagov,govuk_resources_prototype,HTML,9
11742,alphagov,govuk_schemas,Ruby,2
11743,alphagov,govuk_security_audit,Ruby,18
11744,alphagov,govuk_seed_crawler,Ruby,4
11745,alphagov,govuk_sidekiq,Ruby,11
11746,alphagov,govuk_spider,Python,18
11747,alphagov,govuk_support_models,Ruby,1
11748,alphagov,govuk_tasklist_helpers,Ruby,1
11749,alphagov,govuk_taxonomy_helpers,Ruby,0
11750,alphagov,govuk_template,Ruby,10
11751,alphagov,govuk_template_ejs,CSS,71
11752,alphagov,govuk_template_jar,,4
11753,alphagov,govuk_template_jinja,CSS,1
11754,alphagov,govuk_template_mustache,CSS,1
11755,alphagov,govuk_template_play,CSS,5
11756,alphagov,govuk_test,Ruby,2
11757,alphagov,govwifi,,5
11758,alphagov,govwifi-acceptance-tests,Ruby,10
11759,alphagov,govwifi-admin,Ruby,1
11760,alphagov,govwifi-ansible,Makefile,12
11761,alphagov,govwifi-authentication-api,PLpgSQL,1
11762,alphagov,govwifi-frontend,Ruby,9
11763,alphagov,govwifi-jenkins-ansible,Makefile,1
11764,alphagov,govwifi-logging-api,Ruby,1
11765,alphagov,govwifi-product-page,HTML,12
11766,alphagov,govwifi-safe-restarter,Ruby,15
11767,alphagov,govwifi-tech-docs,Ruby,1
11768,alphagov,govwifi-terraform,HCL,7
11769,alphagov,govwifi-user-signup-api,Ruby,10
11770,alphagov,gradle-gatling-plugin,Groovy,11
11771,alphagov,grafana,JavaScript,10
11772,alphagov,grafana-paas,Ruby,28
11773,alphagov,gsd-publish-data,Ruby,5
11774,alphagov,gsd-view-data,Ruby,2
11775,alphagov,gsp-canary,Go,6
11776,alphagov,gsp-canary-chart,Smarty,4
11777,alphagov,gsp-ci-pipelines,Smarty,4
11778,alphagov,gsp-ci-system,Smarty,3
11779,alphagov,gsp-concourse-pipeline-controller,Go,4
11780,alphagov,gsp-concourse-pipelines-resource,Go,3
11781,alphagov,gsp-concourse-teams-resource,Go,1
11782,alphagov,gsp-docker-images,Dockerfile,2
11783,alphagov,gsp-ecr-repository-resource,Go,6
11784,alphagov,gsp-govuk-prototype-kit,JavaScript,1
11785,alphagov,gsp-harbor-docker-image-resource,Shell,55
11786,alphagov,gsp-ingress-system,Smarty,2
11787,alphagov,gsp-monitoring-system,Smarty,6
11788,alphagov,gsp-observe-alertmanager-spike,Makefile,6
11789,alphagov,gsp-secrets-system,Smarty,7
11790,alphagov,gsp-team-manual,,3
11791,alphagov,gsp-teams,HCL,6
11792,alphagov,gsp-terraform-ignition,HCL,9
11793,alphagov,gsp-toolbox,Shell,6
11794,alphagov,gsp-typhoon,HCL,1
11795,alphagov,guardian-management,Scala,26
11796,alphagov,guice-utils,Scala,7
11797,alphagov,gulp-jasmine-phantom,JavaScript,5
11798,alphagov,gulp-tenon-client,JavaScript,8
11799,alphagov,gunicorn-logstash-formatter,Python,3
11800,alphagov,hiera-eyaml-gpg,,1
11801,alphagov,hiera-puppet-helper,Ruby,3
11802,alphagov,hmrc-manuals-api,Ruby,5
11803,alphagov,hmrc-service-manager,Python,51
11804,alphagov,icinga_slack_webhook,Python,7
11805,alphagov,ier-frontend,Scala,2
11806,alphagov,imminence,Ruby,6
11807,alphagov,inclusive-services,,60
11808,alphagov,info-frontend,Ruby,0
11809,alphagov,infra-frontend-tools,HCL,42
11810,alphagov,inside-government-admin-guide,CSS,2
11811,alphagov,integration-tools,Scala,9
11812,alphagov,interaction-diagrams,Ruby,1
11813,alphagov,inventory-tool,Ruby,7
11814,alphagov,isf-assess-the-strength-of-your-checks,HTML,9
11815,alphagov,isf-assessment-tool-prototype,HTML,2
11816,alphagov,jasmine-rails,JavaScript,2
11817,alphagov,java-package,Shell,53
11818,alphagov,jenkins,Ruby,9
11819,alphagov,jg-test,,106
11820,alphagov,jg-test-1,Ruby,1
11821,alphagov,job-or-not,JavaScript,0
11822,alphagov,jobs,JavaScript,1
11823,alphagov,jq,C,10
11824,alphagov,jquery-link-annotator,HTML,76
11825,alphagov,jquery-scrolldepth,JavaScript,2
11826,alphagov,Kibana,JavaScript,13
11827,alphagov,kibana-gds,Ruby,35
11828,alphagov,kombu,Python,16
11829,alphagov,lambda-check-cloudtrail,Python,176
11830,alphagov,land-availability-api,Python,0
11831,alphagov,land-availability-import,Python,3
11832,alphagov,land-availability-import-box,,3
11833,alphagov,land-availability-lr,Python,1
11834,alphagov,land-availability-ui,CSS,3
11835,alphagov,land-availability-voa,Python,3
11836,alphagov,legacy_taxonomies,,3
11837,alphagov,Legislate,,1
11838,alphagov,lensman,Python,1
11839,alphagov,licence-checker,Python,2
11840,alphagov,licence-finder,Ruby,2
11841,alphagov,limelight,JavaScript,58
11842,alphagov,link-checker-api,Ruby,20
11843,alphagov,local-links-manager,Ruby,20
11844,alphagov,locate-api,Java,30
11845,alphagov,locate-api-frontend,CSS,3
11846,alphagov,location-data-importer,Scala,3
11847,alphagov,location-picker-prototype,JavaScript,2
11848,alphagov,logrus,,3
11849,alphagov,logstash,Ruby,14
11850,alphagov,logstasher,Ruby,59
11851,alphagov,lrucache,Ruby,32
11852,alphagov,ls,,1
11853,alphagov,machine-bootstrap,Python,0
11854,alphagov,magna-charta,JavaScript,7
11855,alphagov,manuals-frontend,Ruby,7
11856,alphagov,manuals-publisher,Ruby,60
11857,alphagov,mapit,Python,85
11858,alphagov,mapit-scripts,Shell,41
11859,alphagov,markdown-toolbar-element,JavaScript,15
11860,alphagov,marples,Ruby,3
11861,alphagov,maslow,Ruby,3
11862,alphagov,maslow-prototype,Ruby,43
11863,alphagov,meetingotron,Python,1
11864,alphagov,metadata-api,Go,2
11865,alphagov,middleman-search,Ruby,16
11866,alphagov,migratorator,CSS,7
11867,alphagov,miller-columns-element,JavaScript,11
11868,alphagov,mongoid_rails_migrations,Ruby,2
11869,alphagov,mongo_sessions,Ruby,5
11870,alphagov,mongration,Ruby,1
11871,alphagov,monitoring-doc,,2
11872,alphagov,monitoring-inabox,Puppet,10
11873,alphagov,mtail,Go,6
11874,alphagov,multipage-frontend,Ruby,16
11875,alphagov,mysql-demo-app,Ruby,19
11876,alphagov,mysql-exporter-paas,Shell,1
11877,alphagov,nagios-plugins,Python,1
11878,alphagov,need-o-tron,Ruby,11
11879,alphagov,need-o-tron-daily,Ruby,24
11880,alphagov,nested_form,Ruby,1
11881,alphagov,nginx,Ruby,33
11882,alphagov,node-performance-harness,JavaScript,2
11883,alphagov,nodejs-starter,JavaScript,2
11884,alphagov,nokogiri,Java,2
11885,alphagov,notifications-admin,Python,111
11886,alphagov,notifications-antivirus,Python,32
11887,alphagov,notifications-api,Python,4
11888,alphagov,notifications-delivery,Python,26
11889,alphagov,notifications-documentation-prototype,CSS,5
11890,alphagov,notifications-ftp,Python,2
11891,alphagov,notifications-functional-tests,Python,10
11892,alphagov,notifications-functional-tests-callback-app,Python,15
11893,alphagov,notifications-go-client,Go,2
11894,alphagov,notifications-java-client,Java,2
11895,alphagov,notifications-java-user-research-app,Java,17
11896,alphagov,notifications-manuals,HTML,3
11897,alphagov,notifications-net-client,C#,2
11898,alphagov,notifications-node-client,JavaScript,14
11899,alphagov,notifications-paas-autoscaler,Python,17
11900,alphagov,notifications-paas-route-service,Makefile,6
11901,alphagov,notifications-php-client,PHP,4
11902,alphagov,notifications-python-client,Python,16
11903,alphagov,notifications-python-user-research-app,HTML,20
11904,alphagov,notifications-ruby-client,Ruby,5
11905,alphagov,notifications-tech-docs,Ruby,22
11906,alphagov,notifications-template-preview,Python,7
11907,alphagov,notifications-utils,Python,12
11908,alphagov,notify-api,Python,18
11909,alphagov,notify-api-client,Python,6
11910,alphagov,notify-build-monitor,HTML,2
11911,alphagov,notify-design-archive,,3
11912,alphagov,notify-frontend,JavaScript,1
11913,alphagov,notify-public-research-prototype,HTML,5
11914,alphagov,notify-support,Ruby,27
11915,alphagov,notify-tech-docs,CSS,1
11916,alphagov,observe-prom-loadtest,Python,1
11917,alphagov,odfpy,Python,1
11918,alphagov,omniauth-gds,Ruby,14
11919,alphagov,open-pivotal,JavaScript,10
11920,alphagov,open-pivotal-sinatra,CSS,1
11921,alphagov,open-source-guidelines,,2
11922,alphagov,open-standards,R,4
11923,alphagov,opengraph-test,CSS,6
11924,alphagov,openregister-picker-engine,JavaScript,1
11925,alphagov,optic14n,Ruby,2
11926,alphagov,organisation-manager-prototype,HTML,9
11927,alphagov,organisations-migration-side-by-side-browser,,1
11928,alphagov,organisations-publisher,Ruby,1
11929,alphagov,paas-acceptance-tests-spike,Go,7
11930,alphagov,paas-accounts,Go,1
11931,alphagov,paas-admin,TypeScript,6
11932,alphagov,paas-aiven-broker,Go,16
11933,alphagov,paas-alpha-ansible-playbook-docker_server,,10
11934,alphagov,paas-alpha-ansible-playbook-gandalf,Shell,7
11935,alphagov,paas-alpha-ansible-playbook-hipache,,8
11936,alphagov,paas-alpha-ansible-playbook-influxdb,,8
11937,alphagov,paas-alpha-ansible-playbook-redis,,4
11938,alphagov,paas-alpha-ansible-playbook-telegraf,,9
11939,alphagov,paas-alpha-ansible-playbook-tsuru_api,,5
11940,alphagov,paas-alpha-ansible-playbook-vulcand,,9
11941,alphagov,paas-alpha-ansible-playbook-wal-e,,2
11942,alphagov,paas-alpha-ansible-role-openconnect,,3
11943,alphagov,paas-alpha-cf-example-ruby-sinatra,Ruby,2
11944,alphagov,paas-alpha-cf-terraform,Shell,5
11945,alphagov,paas-alpha-multicloud-deploy,Python,12
11946,alphagov,paas-alpha-openldap_server,,14
11947,alphagov,paas-alpha-tsuru-ansible,Python,8
11948,alphagov,paas-alpha-tsuru-performance-tests,Ruby,17
11949,alphagov,paas-alpha-tsuru-terraform,HCL,6
11950,alphagov,paas-alpha-tsuru-testing,Ruby,15
11951,alphagov,paas-atc,Go,2
11952,alphagov,paas-aws-concourse-lite,,110
11953,alphagov,paas-billing,Go,1
11954,alphagov,paas-bootstrap,Ruby,15
11955,alphagov,paas-bosh,Ruby,22
11956,alphagov,paas-bosh-aws-cpi-release,Ruby,141
11957,alphagov,paas-bosh-cli,Go,83
11958,alphagov,paas-bosh_exporter,Go,106
11959,alphagov,paas-brokerapi,Go,2
11960,alphagov,paas-buildpack-notifier,Go,32
11961,alphagov,paas-buildroot-images,Makefile,1
11962,alphagov,paas-capi-release,HTML,5
11963,alphagov,paas-cdn-broker,Go,72
11964,alphagov,paas-cdn-broker-boshrelease,Shell,25
11965,alphagov,paas-cf,HTML,8
11966,alphagov,paas-cf-acceptance-tests,Go,33
11967,alphagov,paas-cf-cli-plugin-repo,Go,172
11968,alphagov,paas-cf-conduit,Go,100
11969,alphagov,paas-cf-networking-release,Go,14
11970,alphagov,paas-cf-sleepy-buildpack,Shell,44
11971,alphagov,paas-cf-smoke-tests,Go,1
11972,alphagov,paas-cf-uaac,Ruby,46
11973,alphagov,paas-cli,Go,18
11974,alphagov,paas-cloud-controller-ng,Ruby,164
11975,alphagov,paas-codimd,JavaScript,133
11976,alphagov,paas-collectd-boshrelease,Shell,89
11977,alphagov,paas-compose-broker,Go,2
11978,alphagov,paas-compose-scraper,Python,12
11979,alphagov,paas-concourse,Shell,5
11980,alphagov,paas-concourse-bosh-release,Shell,175
11981,alphagov,paas-concourse-branch-manager,Ruby,176
11982,alphagov,paas-config-server,Go,6
11983,alphagov,paas-cve-notifier,Python,15
11984,alphagov,paas-datadog-agent-boshrelease,Shell,3
11985,alphagov,paas-datadog-bbs-integration,Python,6
11986,alphagov,paas-datadog-for-cloudfoundry-boshrelease,HTML,7
11987,alphagov,paas-db-admin-boshrelease,Go,15
11988,alphagov,paas-developer-docs,,2
11989,alphagov,paas-docker-cloudfoundry-tools,Ruby,14
11990,alphagov,paas-docker-terraform,Ruby,27
