,Country/Division,RepoName,Language,Contributors
0,argob,accesibilidad-web,HTML,3
1,argob,api-gateway-php,PHP,1
2,argob,AR-Distro,PHP,10
3,argob,barra-de-accesibilidad,PHP,1
4,argob,cofra,PHP,3
5,argob,drupar,Makefile,1
6,argob,drupar_areas,PHP,0
7,argob,drupar_cck,PHP,0
8,argob,drupar_componentes,PHP,0
9,argob,drupar_inicio,PHP,0
10,argob,drupar_multimedia,PHP,0
11,argob,drupar_noticias,PHP,0
12,argob,drupar_poncho,CSS,0
13,argob,drupar_usuarios,PHP,0
14,argob,drupar_vistas,PHP,0
15,argob,elk-bi,Shell,4
16,argob,estandares,HTML,11
17,argob,foro-laravel-id,PHP,1
18,argob,Gaucho,CSS,1
19,argob,georef-php,PHP,1
20,argob,iconos,HTML,5
21,argob,mi-argentina,CSS,2
22,argob,mi-argentina-laravel,PHP,1
23,argob,poncho,CSS,7
24,argob,poncho-android,Java,1
25,argob,poncho-ios,Objective-C,1
26,argob,presidencia-manual-de-marca,,1
27,cifasis,afl-fuzz,C,3
28,cifasis,bug-report-scripts,Python,2
29,cifasis,certificate,Haskell,2
30,cifasis,curso-herramientas,Python,2
31,cifasis,dataset-processing,Python,0
32,cifasis,dense-sptam,C++,3
33,cifasis,distributed-sptam,C++,1
34,cifasis,ghc-cm,Haskell,383
35,cifasis,haddock,HTML,92
36,cifasis,hmm,Haskell,4
37,cifasis,hogg,Haskell,4
38,cifasis,honggfuzz,C,6
39,cifasis,hs-asn1-encoding,Haskell,2
40,cifasis,hs-certificate-x509,Haskell,2
41,cifasis,Juicy.Pixels,Haskell,19
42,cifasis,language-javascript,Haskell,12
43,cifasis,ManFuzzer,Python,1
44,cifasis,megadeth,Haskell,3
45,cifasis,modelicacc,C++,7
46,cifasis,neural-fuzzer,Python,2
47,cifasis,nosy-newt,Python,2
48,cifasis,OS-fuzzing,Python,2
49,cifasis,powerdevs,,1
50,cifasis,pylearn2,Python,112
51,cifasis,QF-explorer,Python,2
52,cifasis,qss-solver,Shell,2
53,cifasis,qss-solver-engine,C,2
54,cifasis,qss-solver-gui,C++,1
55,cifasis,qss-solver-mmoc,C++,1
56,cifasis,qss-solver-models,C,1
57,cifasis,qss-solver-packages,Python,1
58,cifasis,qss-solver-test-suite,C,1
59,cifasis,qss-solver-user-libs,Python,1
60,cifasis,QuickFuzz,Haskell,15
61,cifasis,radamsa,Scheme,2
62,cifasis,sbml-mmo,C++,1
63,cifasis,splitting_gan,Python,0
64,cifasis,spp_estimation,Python,1
65,cifasis,sptam,C++,0
66,cifasis,tar,Haskell,10
67,cifasis,Theano,,92
68,cifasis,ttasm,Haskell,3
69,cifasis,VDiscover,Python,2
70,cifasis,vdiscover-workshop,Python,1
71,cifasis,wavy,Haskell,2
72,cifasis,word2vec,C,5
73,cifasis,yjsvg_haskell,Haskell,1
74,cifasis,zzuf,C,3
75,gcba,acoso-callejero,JavaScript,1
76,gcba,analisisMovilidadVehicular,Python,2
77,gcba,api-standards,,1
78,gcba,api_sensores,Python,1
79,gcba,apmov,CSS,4
80,gcba,BAApps,,0
81,gcba,BADistro,PHP,8
82,gcba,BAFICI,JavaScript,3
83,gcba,BAhackdash,JavaScript,1
84,gcba,baid-front,HTML,1
85,gcba,baid-openid-client-php,PHP,2
86,gcba,BAstrap,CSS,151
87,gcba,BAstrap7,HTML,2
88,gcba,ba_obras,JavaScript,3
89,gcba,ba_obras_csv_to_api,PHP,5
90,gcba,callejero-android,Java,1
91,gcba,captura-osc,JavaScript,2
92,gcba,chartRadialFisico,Processing,1
93,gcba,ckan,Python,32
94,gcba,comunas_participativas,HTML,1
95,gcba,Corredores-de-transito,Python,1
96,gcba,dashAPRA,CSS,1
97,gcba,datafest2014,JavaScript,3
98,gcba,Desafio-Minimos-Cuadrados,Python,1
99,gcba,django-oidc,,1
100,gcba,egov-dashboard,JavaScript,3
101,gcba,estacionesambiente,Python,1
102,gcba,estandar-sensores,,1
103,gcba,expertnet,PHP,0
104,gcba,expobici,JavaScript,3
105,gcba,gcaba_drupal_form,PHP,1
106,gcba,gcba.github.io,CSS,1
107,gcba,gcba_baid_connect,PHP,3
108,gcba,get_twitter_followers,Ruby,0
109,gcba,hackdash-bahackaton,JavaScript,2
110,gcba,hermes,PHP,1
111,gcba,iconos,HTML,7
112,gcba,inscripciones-escolares-2015,CSS,5
113,gcba,iotPlataforma,Python,2
114,gcba,mantenimiento-obras-data,Python,2
115,gcba,mapa-emprendedores,PHP,4
116,gcba,mapa-obras-app,JavaScript,1
117,gcba,mapa-puntos,PHP,1
118,gcba,mapeoGeolocalizadoDeDatos,Processing,2
119,gcba,medicionEnergia,JavaScript,4
120,gcba,odin,JavaScript,6
121,gcba,odin-admin,JavaScript,12
122,gcba,odin-frontend,JavaScript,13
123,gcba,odin-functional-spec,,1
124,gcba,odin-tech-docs,HTML,3
125,gcba,oidc-client-php,PHP,2
126,gcba,open-challenge,JavaScript,18
127,gcba,OpenBAID,Python,1
128,gcba,pantallas,PHP,1
129,gcba,phantom_traffic,CSS,2
130,gcba,pivi-pyvi,Python,4
131,gcba,precio-oferta-departamentos,Python,1
132,gcba,presentacion-gcba,CSS,1
133,gcba,presupuesto-abierto-gcba,JavaScript,6
134,gcba,presupuesto-gcba,CSS,5
135,gcba,red-comunidad,JavaScript,1
136,gcba,sensor-bicis,Makefile,4
137,gcba,sensores,Arduino,2
138,gcba,social-core,Python,277
139,gcba,Sulma,Python,2
140,gcba,tallerIntroOpenData,Processing,2
141,gcba,tod,Jupyter Notebook,2
142,gcba,totem-ingreso,PHP,1
143,gcba,usig-normalizador-ios,Swift,2
144,gcba,visualizacion3D-gpx,Processing,1
145,gcba,visualizaciones-gcbadata,JavaScript,3
146,gcba,viz-centenario-subte,CSS,1
147,gcba,yun_sensor,Arduino,1
148,inti-cmnb,AVR_for_iCE40_IP_Core,VHDL,1
149,inti-cmnb,CapSense_IP_Core,VHDL,1
150,inti-cmnb,Clonduino,Eagle,1
151,inti-cmnb,Curso-KiCad-Intro,Python,1
152,inti-cmnb,kicad_ext_tools,Perl,1
153,inti-cmnb,Lattice_FGPA_helpers,VHDL,1
154,inti-cmnb,Lattuino_IP_Core,C++,1
155,inti-cmnb,Memory_IP_Cores,VHDL,1
156,inti-cmnb,MG-LAB,Arduino,1
157,inti-cmnb,MiniUART_IP_core,VHDL,1
158,inti-cmnb,Practicas-Curso-Kicad,KiCad,14
159,inti-cmnb,SPI_IP_Core,VHDL,1
160,inti-cmnb,spora,,0
161,inti-cmnb,Utilities_for_IP_Cores,VHDL,1
162,inti-cmnb,WISHBONE_Counter_IP_Core,VHDL,1
163,inti-cmnb,WISHBONE_Handler_IP_Core,VHDL,1
164,inti-cmnb,xess_fp_wizard,Python,2
165,municipioriogrande,blog,PHP,1
166,municipioriogrande,citybus-gtfs,Shell,1
167,municipioriogrande,facilmap2,JavaScript,1
168,municipioriogrande,sitioweb,PHP,1
169,municipioriogrande,yacare,PHP,6
170,actgov,act-data-lake,Shell,3
171,actgov,air-photo-footprint-finder,Python,3
172,actgov,ALO-ANU-Proj2017-18,,1
173,actgov,autoload,Python,2
174,actgov,docvert-agov,Python,3
175,actgov,ecologyIDL,,2
176,actgov,ecologyPy,,1
177,actgov,ecologyR,,1
178,actgov,gda2020-utility,Python,1
179,actgov,geocortex_deployment,JavaScript,1
180,actgov,HTML_CodeSniffer,JavaScript,2
181,actgov,Mobile-Canberra,Objective-C,1
182,actgov,place_names_utility,Python,1
183,actgov,portion-plan-quality-control,Python,2
184,actgov,sanity_check,Python,1
185,actgov,SPF,,0
186,actgov,tap,,1
187,actgov,treatment-validation,Python,2
188,actgov,update-address-data,Python,1
189,agnsw,Colorly,Python,2
190,agnsw,django-mptt,Python,11
191,agnsw,django-oembed,Python,7
192,AtlasOfLivingAustralia,ala-admin-plugin,Groovy,4
193,AtlasOfLivingAustralia,ala-aloc,Java,1
194,AtlasOfLivingAustralia,ala-auth-plugin,Groovy,10
195,AtlasOfLivingAustralia,ala-bie,CSS,7
196,AtlasOfLivingAustralia,ala-bootstrap2,CSS,10
197,AtlasOfLivingAustralia,ala-bootstrap3,Groovy,10
198,AtlasOfLivingAustralia,ala-cas,Java,4
199,AtlasOfLivingAustralia,ala-cas-2.0,Java,6
200,AtlasOfLivingAustralia,ala-cas-5,Kotlin,1
201,AtlasOfLivingAustralia,ala-cas-5-services,Batchfile,5
202,AtlasOfLivingAustralia,ala-cas-client,Java,7
203,AtlasOfLivingAustralia,ala-charts-plugin,JavaScript,5
204,AtlasOfLivingAustralia,ala-collectory,CSS,8
205,AtlasOfLivingAustralia,ala-common-ui,Java,4
206,AtlasOfLivingAustralia,ala-datamob,Awk,1
207,AtlasOfLivingAustralia,ala-dataquality,Python,2
208,AtlasOfLivingAustralia,ala-downloads,Groovy,6
209,AtlasOfLivingAustralia,ala-github-webhooks,Shell,2
210,AtlasOfLivingAustralia,ala-header-and-tails,Java,9
211,AtlasOfLivingAustralia,ala-hub,CSS,10
212,AtlasOfLivingAustralia,ala-install,HTML,29
213,AtlasOfLivingAustralia,ala-keys,Java,2
214,AtlasOfLivingAustralia,ala-keys-ui,JavaScript,2
215,AtlasOfLivingAustralia,ala-logger,Java,5
216,AtlasOfLivingAustralia,ala-map-plugin,JavaScript,7
217,AtlasOfLivingAustralia,ala-name-matching,Java,10
218,AtlasOfLivingAustralia,ala-names-generator,Scala,4
219,AtlasOfLivingAustralia,ala-parent-pom,,4
220,AtlasOfLivingAustralia,ala-soils2sat,JavaScript,2
221,AtlasOfLivingAustralia,ala-tern,,1
222,AtlasOfLivingAustralia,ala-web-theme,CSS,6
223,AtlasOfLivingAustralia,ala-wordpress-2019,,1
224,AtlasOfLivingAustralia,ala-wordpress-theme,CSS,4
225,AtlasOfLivingAustralia,ala-workforce,Groovy,3
226,AtlasOfLivingAustralia,ala-wp-theme-2011,PHP,1
227,AtlasOfLivingAustralia,ala-ws-plugin,Groovy,8
228,AtlasOfLivingAustralia,ala-ws-security-plugin,Groovy,3
229,AtlasOfLivingAustralia,ALA4R,R,8
230,AtlasOfLivingAustralia,alerts,Groovy,9
231,AtlasOfLivingAustralia,amrin-hub,CSS,4
232,AtlasOfLivingAustralia,analysis-service,Java,4
233,AtlasOfLivingAustralia,apa-hub,Groovy,4
234,AtlasOfLivingAustralia,apikey,Groovy,6
235,AtlasOfLivingAustralia,appd-hub,Groovy,6
236,AtlasOfLivingAustralia,asbp-hub,CSS,6
237,AtlasOfLivingAustralia,atlasoflivingaustralia.github.io,CSS,2
238,AtlasOfLivingAustralia,avh-hub,Groovy,9
239,AtlasOfLivingAustralia,bhl-demo-app,CSS,1
240,AtlasOfLivingAustralia,bhl-ftindex-manage,Groovy,1
241,AtlasOfLivingAustralia,bhl-ftindexer,Java,2
242,AtlasOfLivingAustralia,bhl-solr-plugin,Java,2
243,AtlasOfLivingAustralia,bie-api-changes,HTML,1
244,AtlasOfLivingAustralia,bie-index,Groovy,8
245,AtlasOfLivingAustralia,bie-plugin,Groovy,11
246,AtlasOfLivingAustralia,bie-profile,Java,7
247,AtlasOfLivingAustralia,bie-service,Java,6
248,AtlasOfLivingAustralia,bie-webapp2,JavaScript,4
249,AtlasOfLivingAustralia,biocache-hubs,Groovy,17
250,AtlasOfLivingAustralia,biocache-jms,Java,4
251,AtlasOfLivingAustralia,biocache-service,Java,15
252,AtlasOfLivingAustralia,biocache-spark,Scala,2
253,AtlasOfLivingAustralia,biocache-store,Scala,16
254,AtlasOfLivingAustralia,biocache-tests,Groovy,1
255,AtlasOfLivingAustralia,biocollect,Groovy,15
256,AtlasOfLivingAustralia,biocollect-universal-ios,Objective-C,2
257,AtlasOfLivingAustralia,BioLink,C#,1
258,AtlasOfLivingAustralia,BioLink_test,C#,1
259,AtlasOfLivingAustralia,bootadmin,Shell,1
260,AtlasOfLivingAustralia,chuong,HTML,1
261,AtlasOfLivingAustralia,cmigrate,Java,1
262,AtlasOfLivingAustralia,collectory,JavaScript,7
263,AtlasOfLivingAustralia,collectory-hub,Groovy,7
264,AtlasOfLivingAustralia,collectory-plugin,JavaScript,13
265,AtlasOfLivingAustralia,commonui-bs2,CSS,2
266,AtlasOfLivingAustralia,commonui-bs3,HTML,3
267,AtlasOfLivingAustralia,commonui-bs4,,1
268,AtlasOfLivingAustralia,dashboard,Groovy,11
269,AtlasOfLivingAustralia,data-management,,2
270,AtlasOfLivingAustralia,data-repository-plugin,Groovy,1
271,AtlasOfLivingAustralia,document-preview-plugin,Groovy,3
272,AtlasOfLivingAustralia,documentation,,4
273,AtlasOfLivingAustralia,Documentation-en-francais,,1
274,AtlasOfLivingAustralia,doi,CSS,2
275,AtlasOfLivingAustralia,doi-service,Groovy,5
276,AtlasOfLivingAustralia,downloads-plugin,Groovy,7
277,AtlasOfLivingAustralia,dwc-archive-plugin,Groovy,2
278,AtlasOfLivingAustralia,ecodata,Java,17
279,AtlasOfLivingAustralia,ecodata-client-plugin,Groovy,2
280,AtlasOfLivingAustralia,ecological-science,,1
281,AtlasOfLivingAustralia,expert,JavaScript,8
282,AtlasOfLivingAustralia,fieldcapture,Groovy,10
283,AtlasOfLivingAustralia,fieldcapture-hubs,JavaScript,11
284,AtlasOfLivingAustralia,fieldcapture-mobile-android,HTML,1
285,AtlasOfLivingAustralia,fieldcapture-mobile-ios,HTML,1
286,AtlasOfLivingAustralia,fieldcapture-mobile_DEPRECATED,HTML,3
287,AtlasOfLivingAustralia,fieldcapture-test-plugin,Groovy,1
288,AtlasOfLivingAustralia,fielddata,Groovy,4
289,AtlasOfLivingAustralia,fielddata-android,,1
290,AtlasOfLivingAustralia,fielddata-mobile-android,Java,4
291,AtlasOfLivingAustralia,fielddata-mobile-ios,Objective-C,4
292,AtlasOfLivingAustralia,fielddata-mobile_DEPRECATED,Objective-C,6
293,AtlasOfLivingAustralia,fielddata-proxy,Groovy,3
294,AtlasOfLivingAustralia,fieldguide,Groovy,3
295,AtlasOfLivingAustralia,FlickrHarvester,Java,2
296,AtlasOfLivingAustralia,freshdesk-customisation,HTML,1
297,AtlasOfLivingAustralia,front-end-static,HTML,2
298,AtlasOfLivingAustralia,functional-test-harness,Java,2
299,AtlasOfLivingAustralia,generic-bie,CSS,1
300,AtlasOfLivingAustralia,generic-bootstrap2,JavaScript,1
301,AtlasOfLivingAustralia,generic-collectory,CSS,4
302,AtlasOfLivingAustralia,generic-hub,Groovy,4
303,AtlasOfLivingAustralia,genomic-data,,0
304,AtlasOfLivingAustralia,grails-cache-ehcache,Shell,16
305,AtlasOfLivingAustralia,grails-csv,Groovy,3
306,AtlasOfLivingAustralia,grails-http-builder-helper,Groovy,5
307,AtlasOfLivingAustralia,IEK,,1
308,AtlasOfLivingAustralia,image-loader,Groovy,2
309,AtlasOfLivingAustralia,image-service,Groovy,8
310,AtlasOfLivingAustralia,image-tiling-agent,Groovy,3
311,AtlasOfLivingAustralia,image-utils,Java,3
312,AtlasOfLivingAustralia,images-client-plugin,JavaScript,9
313,AtlasOfLivingAustralia,jasper-liberation-fonts-2.00.1,,2
314,AtlasOfLivingAustralia,java-html-sanitizer,Java,6
315,AtlasOfLivingAustralia,jingo,JavaScript,21
316,AtlasOfLivingAustralia,layer-ingestion,Java,4
317,AtlasOfLivingAustralia,layers-service,Java,6
318,AtlasOfLivingAustralia,layers-store,Java,8
319,AtlasOfLivingAustralia,load-tests,Scala,3
320,AtlasOfLivingAustralia,logger-service,Groovy,7
321,AtlasOfLivingAustralia,logstash-output-googleanalytics,Ruby,1
322,AtlasOfLivingAustralia,maintenance,,1
323,AtlasOfLivingAustralia,mdba-hub,Groovy,11
324,AtlasOfLivingAustralia,misc,HTML,3
325,AtlasOfLivingAustralia,obis-hub,CSS,4
326,AtlasOfLivingAustralia,open-delta,Java,1
327,AtlasOfLivingAustralia,opentree-install,Python,1
328,AtlasOfLivingAustralia,ozatlas,JavaScript,3
329,AtlasOfLivingAustralia,ozatlas-android,Java,2
330,AtlasOfLivingAustralia,ozAtlas-android-kotlin,Java,3
331,AtlasOfLivingAustralia,ozAtlas-iOS,HTML,1
332,AtlasOfLivingAustralia,ozatlas-proxy,Groovy,5
333,AtlasOfLivingAustralia,ozcam-hub,Groovy,6
334,AtlasOfLivingAustralia,ozfishpics,,1
335,AtlasOfLivingAustralia,oznome-demo,Groovy,5
336,AtlasOfLivingAustralia,oztrack,Java,5
337,AtlasOfLivingAustralia,pdf-service,Kotlin,3
338,AtlasOfLivingAustralia,phylolink,CSS,7
339,AtlasOfLivingAustralia,pigeonhole,JavaScript,2
340,AtlasOfLivingAustralia,profile-hub,Groovy,14
341,AtlasOfLivingAustralia,profile-service,Groovy,14
342,AtlasOfLivingAustralia,profile-service-client,Java,2
343,AtlasOfLivingAustralia,regions,Groovy,12
344,AtlasOfLivingAustralia,sandbox,Groovy,14
345,AtlasOfLivingAustralia,sandbox-hub,Groovy,3
346,AtlasOfLivingAustralia,sds,Java,9
347,AtlasOfLivingAustralia,sds-webapp2,Groovy,5
348,AtlasOfLivingAustralia,seasonal-calendar,Kotlin,2
349,AtlasOfLivingAustralia,show-content-only,PHP,1
350,AtlasOfLivingAustralia,siad-datasets,Roff,1
351,AtlasOfLivingAustralia,sightings,JavaScript,4
352,AtlasOfLivingAustralia,spatial-database,PLpgSQL,3
353,AtlasOfLivingAustralia,spatial-documentation,,2
354,AtlasOfLivingAustralia,spatial-hub,JavaScript,11
355,AtlasOfLivingAustralia,spatial-logger,Java,4
356,AtlasOfLivingAustralia,spatial-portal,Java,8
357,AtlasOfLivingAustralia,spatial-service,Groovy,7
358,AtlasOfLivingAustralia,specieslist-webapp,Groovy,12
359,AtlasOfLivingAustralia,specimenbrowser,Groovy,6
360,AtlasOfLivingAustralia,spring-session-helper-plugin,Java,1
361,AtlasOfLivingAustralia,taxon-overflow,Groovy,4
362,AtlasOfLivingAustralia,tepapa-hub,CSS,4
363,AtlasOfLivingAustralia,timeseries,Groovy,2
364,AtlasOfLivingAustralia,Traits,,1
365,AtlasOfLivingAustralia,travis-build-configuration,Shell,6
366,AtlasOfLivingAustralia,tviewer,Groovy,7
367,AtlasOfLivingAustralia,ui-pattern-library,PHP,3
368,AtlasOfLivingAustralia,userdetails,Groovy,12
369,AtlasOfLivingAustralia,userdetails-service-client,Java,2
370,AtlasOfLivingAustralia,volunteer-portal,JavaScript,9
371,AtlasOfLivingAustralia,webapi,Groovy,8
372,atogov,appGallery,HTML,6
373,atogov,aslReporting,R,5
374,atogov,bivariateDmgs,R,5
375,atogov,forecastMetrics,R,5
376,atogov,guides,,1
377,atogov,RAM,JavaScript,10
378,atogov,ram-mock,,1
379,atogov,workforceDmgs,R,5
380,ausdto,analytics-frontend,HTML,1
381,ausdto,apiguide,Makefile,7
382,ausdto,aws-broker,Go,8
383,ausdto,aws-infrastructure-provision,Shell,1
384,ausdto,backchat,Ruby,3
385,ausdto,biz_gov,JavaScript,2
386,ausdto,bosh-deployments,Shell,4
387,ausdto,brunch-spring-roll,HTML,2
388,ausdto,cf-ha-aws,,0
389,ausdto,cf-pgsql-sample-app,Go,2
390,ausdto,cfoundry_client,Ruby,0
391,ausdto,cg-style,CSS,10
392,ausdto,cga_docs,Makefile,16
393,ausdto,cga_site,Ruby,2
394,ausdto,choeropsis,Ruby,1
395,ausdto,citizenship-appointment-alpha,CSS,4
396,ausdto,citizenship-appointment-backend-stub,JavaScript,2
397,ausdto,citizenship-appointment-client,HTML,7
398,ausdto,citizenship-appointment-server,Java,8
399,ausdto,collectd-boshrelease,Shell,3
400,ausdto,d3-charts-dto,JavaScript,3
401,ausdto,db-viewer,Ruby,0
402,ausdto,design-resources,,1
403,ausdto,development-at-dto,,2
404,ausdto,dex,Go,31
405,ausdto,Digital-Service-Standard,,6
406,ausdto,discovery-guide,CSS,4
407,ausdto,disco_crawl,Python,3
408,ausdto,disco_layer,JavaScript,3
409,ausdto,dss-explorer,HTML,1
410,ausdto,dta-website,HTML,19
411,ausdto,dto-acronyms,Ruby,1
412,ausdto,dto-dashboard-data,,1
413,ausdto,dto-dashboard-excel-processor,JavaScript,1
414,ausdto,dto-design-guide,CSS,9
415,ausdto,dto-digitalmarketplace-admin-frontend,Python,23
416,ausdto,dto-digitalmarketplace-analytics,R,1
417,ausdto,dto-digitalmarketplace-api,Python,25
418,ausdto,dto-digitalmarketplace-apiclient,Python,17
419,ausdto,dto-digitalmarketplace-buyer-frontend,Python,31
420,ausdto,dto-digitalmarketplace-content-loader,Python,9
421,ausdto,dto-digitalmarketplace-frameworks,Python,30
422,ausdto,dto-digitalmarketplace-frontend,JavaScript,15
423,ausdto,dto-digitalmarketplace-frontend-toolkit,JavaScript,19
424,ausdto,dto-digitalmarketplace-search-api,Python,11
425,ausdto,dto-digitalmarketplace-supplier-frontend,Python,32
426,ausdto,dto-digitalmarketplace-utils,Python,20
427,ausdto,dto-example-doco,,1
428,ausdto,dto-hackday-ideas,,1
429,ausdto,dto-s3-broker,Go,1
430,ausdto,dto-sample-app,Go,1
431,ausdto,dto-skeleton-broker,Go,1
432,ausdto,dto_proto,HTML,3
433,ausdto,dto_whitesite,CSS,1
434,ausdto,editor-spike-react,JavaScript,2
435,ausdto,education-childcare,JavaScript,3
436,ausdto,education-childcare-alpha,CSS,3
437,ausdto,filebeat-boshrelease,Shell,2
438,ausdto,frontend,HTML,21
439,ausdto,frontend-exercise,JavaScript,3
440,ausdto,gov-au-alpha,HTML,18
441,ausdto,gov-au-beta,Ruby,11
442,ausdto,gov-au-beta-authoring,PHP,4
443,ausdto,gov-au-beta-content-analysis,Ruby,4
444,ausdto,gov-au-beta-release,Ruby,8
445,ausdto,gov-au-content-guide,CSS,12
446,ausdto,gov-au-design-guide,CSS,8
447,ausdto,gov-au-images,,5
448,ausdto,gov-au-transitions-alpha,JavaScript,3
449,ausdto,gov-au-ui-kit,CSS,15
450,ausdto,govau-transitions-beta,Ruby,2
451,ausdto,govHackServiceCatalogue,JavaScript,4
452,ausdto,govtest,JavaScript,1
453,ausdto,graphite-statsd-boshrelease,HTML,3
454,ausdto,gulp-html,HTML,1
455,ausdto,integration-tests-template,Shell,1
456,ausdto,jalpha,HTML,6
457,ausdto,java-buildpack,Ruby,25
458,ausdto,keycloak-wrapper,Java,1
459,ausdto,lgtm,Go,4
460,ausdto,mkdocs-gov-au-theme,CSS,2
461,ausdto,myagedcare_service_finder_scraper,Ruby,1
462,ausdto,nodejs-buildpack,Shell,57
463,ausdto,nudger,Go,2
464,ausdto,pe-rds-broker,Go,5
465,ausdto,qa-fire,Ruby,6
466,ausdto,ralpha,HTML,1
467,ausdto,ruby-buildpack,Ruby,72
468,ausdto,service-handbook,HTML,7
469,ausdto,spring-security-stateless,Java,1
470,ausdto,user-service-alpha,Go,1
471,ausdto,WoAG-Analytics,Python,0
472,ausdto,www.gov.au,HTML,8
473,australianantarcticdatacentre,antanym-demo,HTML,1
474,australianantarcticdatacentre,AtlasRIS,,2
475,australianantarcticdatacentre,availability,R,2
476,australianantarcticdatacentre,cetacean_sightings_application,,1
477,australianantarcticdatacentre,components,CSS,2
478,australianantarcticdatacentre,datemoss,R,3
479,australianantarcticdatacentre,GentleR,HTML,3
480,australianantarcticdatacentre,metadata_xml_convert,XSLT,2
481,australianantarcticdatacentre,raadsync,HTML,2
482,australianantarcticdatacentre,save_emails_to_files,Python,2
483,australianantarcticdatacentre,zigam,R,2
484,AustralianAntarcticDivision,aceecostats,HTML,2
485,AustralianAntarcticDivision,angstroms,HTML,1
486,AustralianAntarcticDivision,bgmfiles,R,1
487,AustralianAntarcticDivision,BioMassTracking,R,1
488,AustralianAntarcticDivision,blueant,R,3
489,AustralianAntarcticDivision,box-geometry-models,,1
490,AustralianAntarcticDivision,circle-surrounded-x,,1
491,AustralianAntarcticDivision,EA-Atlantis-dev,Mathematica,3
492,AustralianAntarcticDivision,EastAntarctica_Atlantis,Mathematica,1
493,AustralianAntarcticDivision,EchoviewR,R,4
494,AustralianAntarcticDivision,fishingoverlap,R,1
495,AustralianAntarcticDivision,fishnostics,R,0
496,AustralianAntarcticDivision,fishtools,R,0
497,AustralianAntarcticDivision,K_Axis_map,R,1
498,AustralianAntarcticDivision,migrate,R,0
499,AustralianAntarcticDivision,mizer,R,2
500,AustralianAntarcticDivision,ocean_colour,R,1
501,AustralianAntarcticDivision,orsifronts,R,1
502,AustralianAntarcticDivision,palr,R,1
503,AustralianAntarcticDivision,planetfish,R,0
504,AustralianAntarcticDivision,R-MEASO18,HTML,1
505,AustralianAntarcticDivision,raadfiles,R,2
506,AustralianAntarcticDivision,raadtools,HTML,2
507,AustralianAntarcticDivision,rbgm,R,1
508,AustralianAntarcticDivision,ropenblog,,1
509,AustralianAntarcticDivision,Seafast,R,1
510,AustralianAntarcticDivision,shinyrAtlantis,HTML,3
511,AustralianAntarcticDivision,socoastal,HTML,1
512,AustralianAntarcticDivision,SOmap,R,3
513,AustralianAntarcticDivision,sospatial,R,1
514,AustralianAntarcticDivision,tagsim,R,2
515,AustralianAntarcticDivision,ZooScatR,R,2
516,bom-radar,lpats,C++,1
517,bom-radar,odim_h5,C++,1
518,bom-radar,rapic,C++,1
519,commerce-wa-ols,nicknames,PHP,2
520,commerce-wa-ols,speedtracker,JavaScript,10
521,commerce-wa-ols,website-style-guide,HTML,1
522,city-of-melbourne,anything-map,JavaScript,1
523,city-of-melbourne,cafes-map,JavaScript,1
524,city-of-melbourne,coworking-spaces,HTML,2
525,city-of-melbourne,coworking-tours,HTML,1
526,city-of-melbourne,Data3D,HTML,1
527,city-of-melbourne,design-system,HTML,4
528,city-of-melbourne,govcore,Vue,3
529,city-of-melbourne,mapbox-gl-js,JavaScript,121
530,city-of-melbourne,markers,,1
531,city-of-melbourne,parking-map,,1
532,city-of-melbourne,SocrataGoogleSheets,JavaScript,1
533,data61,3es-core,C++,2
534,data61,3rdEyeScene,C#,1
535,data61,aboleth,Python,5
536,data61,aec-election-histories,Python,1
537,data61,aemo-archiver,Haskell,1
538,data61,aemo-webservice,Haskell,1
539,data61,apvi-webservice,Haskell,1
540,data61,Arduino-nats-streaming-client,C,1
541,data61,aremi-web-utils,Haskell,1
542,data61,argonaut,Haskell,1
543,data61,aviation-cessna172-diagrams,Haskell,1
544,data61,aviation-cessna172-todrldr,Haskell,1
545,data61,aviation-cessna172-weight-balance,Haskell,1
546,data61,aviation-units,Haskell,2
547,data61,aviation-weight-balance,Haskell,1
548,data61,bom-solar-webservice,Haskell,0
549,data61,coordinate,Haskell,1
550,data61,dataFusion,Scala,1
551,data61,docker-spark-jobserver,Shell,1
552,data61,echronos-lwip,C,11
553,data61,foldl-statistics,Haskell,2
554,data61,fp-course,Haskell,54
555,data61,gnaf,Scala,4
556,data61,gossamer,C++,2
557,data61,GS1Combinators,Haskell,6
558,data61,javaclass,Haskell,1
559,data61,javallier,Java,5
560,data61,lets-lens,Haskell,5
561,data61,Mirza,Haskell,8
562,data61,mirza-archived,Haskell,8
563,data61,ohm,C++,1
564,data61,Openboard,Python,0
565,data61,papa-base,Haskell,1
566,data61,papa-base-export,Haskell,1
567,data61,papa-base-implement,Haskell,2
568,data61,papa-bifunctors,Haskell,1
569,data61,papa-bifunctors-export,Haskell,1
570,data61,papa-bifunctors-implement,Haskell,1
571,data61,papa-export,Haskell,1
572,data61,papa-implement,Haskell,1
573,data61,papa-include,Haskell,1
574,data61,papa-lens,Haskell,1
575,data61,papa-lens-export,Haskell,1
576,data61,papa-lens-implement,Haskell,1
577,data61,papa-prelude,Haskell,1
578,data61,papa-prelude-core,Haskell,2
579,data61,papa-prelude-lens,Haskell,1
580,data61,papa-prelude-semigroupoids,Haskell,1
581,data61,papa-prelude-semigroups,Haskell,1
582,data61,papa-semigroupoids,Haskell,1
